Client,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sex_M,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1217,38,165,1,0.0,0.0,0.0,0.0,0.0,8.817778356203878,0.0,0.0,0.0,2.8021041809622584,0.0,0.0021405644991109567,0.0021405644991109567,0.6931471805599453,0.6931471805599453,6.572682063274631,6.572682063274631,0.0,0.0,6.572682063274631,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,1,0,0,0,0.0,0.0,0.0
850,49,44,1,0.0,0.0,0.0,0.0,0.0,3.7960107224919413,0.0,0.0,0.0,2.8021041809622584,0.0,7.239504133076805,7.239504133076805,1.3862943611198906,1.3862943611198906,7.112608869771269,7.112608869771269,0.0,0.0,4.811603466596281,1.9459101490553132,1.9459101490553132,0.0,0.0,0.6931471805599453,0,0,1,0,0.0,0.8939285714285715,0.0
1473,54,34,1,1.0,0.0,0.0,1.0,1.0,3.4020065779840074,9.578366743980734,0.0,0.0,6.507858567110397,7.033145181938436,7.488924261915946,6.846017023913455,2.70805020110221,1.791759469228055,8.262594539236494,8.24159269901538,5.880931949102981,6.09941607818441,7.639058045208865,3.8918202981106265,3.6635616461296463,0.6931471805599453,3.295836866004329,2.4849066497880004,1,1,0,0,4.929642857142857,0.0,0.0
1038,29,106,1,0.0,0.0,0.0,0.0,0.0,3.3334792076072044,0.0,0.0,0.0,2.8021041809622584,0.0,0.006053071713077308,0.006053071713077308,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0
225,14,187,1,0.0,0.0,1.0,0.0,0.0,5.848419677175476,0.0,0.0,6.428747231366928,2.8021041809622584,0.0,0.007472014838700995,0.007472014838700995,0.6931471805599453,0.6931471805599453,4.879169793257915,4.879169793257915,0.0,4.7206012515808276,3.0099169085459474,1.791759469228055,1.791759469228055,0.0,1.6094379124341003,0.6931471805599453,1,0,0,1,0.0,0.0,8.130714285714285
827,57,50,1,0.0,0.0,1.0,1.0,0.0,3.915886959305601,0.0,0.0,0.0,2.8298884951356866,0.0,7.470954231545629,7.468173194107104,2.302585092994046,1.9459101490553132,7.296631162708858,7.283472757498186,6.410409816772839,2.9368917735310576,6.738448659265677,3.295836866004329,3.1780538303479458,1.6094379124341003,0.6931471805599453,2.8903717578961645,1,0,1,1,0.0,7.928571428571429,12.242142857142856
1231,6,232,1,0.0,0.0,0.0,0.0,0.0,6.710345174708764,0.0,0.0,0.0,2.8021041809622584,0.0,0.015592094759836205,0.015592094759836205,1.0986122886681098,1.0986122886681098,7.722234744709607,7.722234744709607,7.719129840906732,0.0,0.0,2.302585092994046,2.302585092994046,1.9459101490553132,0.0,0.0,0,0,0,1,0.0,0.0,24.434642857142855
739,69,55,1,1.0,2.1972245773362196,1.0,0.0,1.0,8.616189103026052,0.0,9.192709536774208,0.0,2.8021041809622584,8.260927002973927,5.344469700960109,5.017303488380068,1.6094379124341003,1.0986122886681098,5.662972880852707,5.647476638445106,0.0,5.357445070222012,0.0,2.0794415416798357,1.791759469228055,0.0,1.3862943611198906,0.0,1,0,1,1,0.0,2.138571428571429,7.785714285714286
956,52,139,2,0.0,0.0,1.0,0.0,0.0,8.1921270571816,0.0,0.0,0.0,2.8021041809622584,0.0,7.438461678251161,7.154253126137444,2.6390573296152584,2.3978952727983707,7.407597014386937,7.122863490391299,4.28260085453587,4.785164632397938,6.438094448117179,3.332204510175204,3.044522437723423,0.6931471805599453,1.6094379124341003,2.4849066497880004,1,0,0,1,0.0,0.0,19.958214285714288
1219,33,19,1,0.0,0.0,0.0,0.0,0.0,8.549700347564658,0.0,0.0,0.0,2.8021041809622584,0.0,5.8531277494457905,5.8531277494457905,1.0986122886681098,1.0986122886681098,5.912131409058937,5.912131409058937,4.28260085453587,3.028752484582125,5.510688820880335,2.6390573296152584,2.6390573296152584,1.0986122886681098,1.3862943611198906,1.791759469228055,1,0,0,0,0.0,0.0,0.0
137,63,168,3,0.0,0.6931471805599453,0.0,0.0,0.0,5.229621644785284,0.0,0.0,0.0,2.8021041809622584,0.0,6.105045113955472,6.105045113955472,1.0986122886681098,1.0986122886681098,6.2245202390128815,6.2245202390128815,5.190573059534934,5.5487230487109045,4.225790448355602,2.4849066497880004,2.4849066497880004,0.6931471805599453,1.9459101490553132,1.3862943611198906,0,0,1,0,0.0,9.392857142857142,0.0
316,1,211,1,0.0,0.0,0.0,0.0,0.0,3.166890561802228,0.0,0.0,0.0,2.8021041809622584,0.0,6.931321473429603,6.931321473429603,1.9459101490553132,1.9459101490553132,6.935193248548918,6.935193248548918,6.285465896518655,2.1645537950466704,6.1789068987944775,3.091042453358316,3.091042453358316,1.9459101490553132,0.6931471805599453,2.302585092994046,0,0,0,1,0.0,0.0,15.015357142857143
461,17,64,1,1.0,0.0,0.0,0.0,0.0,2.01993794306774,8.720824059682085,0.0,0.0,2.8021041809622584,0.0,7.289553230682828,7.2894744809937935,1.791759469228055,1.6094379124341003,7.372493956590416,7.372493956590416,0.0,5.8340847007968035,6.580589601681224,2.9444389791664403,2.9444389791664403,0.0,1.3862943611198906,2.5649493574615367,0,0,0,0,0.0,0.0,0.0
1048,65,71,1,0.0,0.0,1.0,0.0,0.0,7.556162083897931,0.0,0.0,0.0,2.8021041809622584,0.0,6.593422153637568,6.593422153637568,1.0986122886681098,1.0986122886681098,6.295727149706984,6.295727149706984,6.285465896518655,0.0,0.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,0.0,0,0,0,0,0.0,0.0,0.0
123,22,40,2,0.0,0.0,0.0,0.0,0.0,9.092116163124357,0.0,0.0,0.0,2.8021041809622584,0.0,3.4462276518134463,3.4462276518134463,1.0986122886681098,1.0986122886681098,3.6080179589444348,3.6080179589444348,0.0,3.5533051598596135,0.0,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,0.0,0,0,0,1,0.0,0.0,10.46107142857143
1574,30,149,1,0.0,0.0,0.0,0.0,0.0,6.172834758659378,0.0,0.0,0.0,2.8021041809622584,0.0,0.007117467768863981,0.007117467768863981,0.6931471805599453,0.6931471805599453,0.6386532809738348,0.6386532809738348,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,0,0,1,0.0,0.0,3.9435714285714285
1160,19,260,1,0.0,0.0,1.0,0.0,1.0,7.910216498683422,0.0,0.0,0.0,2.8021041809622584,8.352525484360415,6.786257315805054,6.764227970792009,1.3862943611198906,1.0986122886681098,6.835741266809347,6.831548952976884,5.6584861997410245,5.256527642023349,5.190970752918581,3.367295829986474,3.295836866004329,1.3862943611198906,2.302585092994046,2.0794415416798357,1,0,1,1,0.0,0.8571428571428571,17.993214285714284
1083,39,12,2,0.0,0.6931471805599453,0.0,0.0,0.0,3.775491197689341,0.0,6.633516721890568,0.0,2.8021041809622584,0.0,6.98214091666485,6.98214091666485,1.0986122886681098,1.0986122886681098,6.984497050048595,6.984497050048595,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0,0,0,1,0.0,0.0,27.551785714285717
36,49,263,1,1.0,1.0986122886681098,0.0,0.0,0.0,4.127099822235823,7.556758547307743,8.215773860075362,0.0,2.8021041809622584,0.0,8.875794528667328,8.874012025002358,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.2380357142857143,0.0,0.0
191,59,150,1,0.0,0.0,0.0,0.0,0.0,6.955197937033401,0.0,0.0,0.0,2.8021041809622584,0.0,6.907436299542176,6.907436299542176,1.6094379124341003,1.6094379124341003,6.904159177897287,6.904159177897287,4.747413519214636,4.442025010018755,6.67334221457636,2.995732273553991,2.995732273553991,1.9459101490553132,1.791759469228055,1.6094379124341003,1,0,0,0,0.0,0.0,0.0
689,39,133,1,0.0,0.0,0.0,0.0,0.0,5.984712337879197,0.0,0.0,0.0,2.8021041809622584,0.0,6.977681381540146,6.977681381540146,1.3862943611198906,1.3862943611198906,6.8126475786774545,6.8126475786774545,0.0,2.466888144285322,0.0,1.791759469228055,1.791759469228055,0.0,1.3862943611198906,0.0,0,0,0,0,0.0,0.0,0.0
390,50,67,1,1.0,4.382026634673881,0.0,0.0,0.0,6.094350664680568,0.3334063169993781,8.607009280331152,0.0,2.8021041809622584,0.0,7.518060301346603,7.516294749869755,1.9459101490553132,1.6094379124341003,6.555339110713748,6.555339110713748,4.502979245091544,5.370413750487619,5.986810878426635,3.6635616461296463,3.6635616461296463,1.0986122886681098,3.4011973816621555,1.9459101490553132,1,1,0,0,1.3798214285714285,0.0,0.0
729,17,85,1,1.0,0.6931471805599453,1.0,0.0,0.0,7.6417127397080105,0.0,0.0,0.0,2.8021041809622584,0.0,6.9762226790998545,6.97617165099186,1.9459101490553132,1.791759469228055,8.46583974484364,8.46583974484364,0.0,0.0,6.139422622893228,2.70805020110221,2.70805020110221,0.0,0.0,2.4849066497880004,1,0,1,1,0.0,3.5021428571428572,28.14892857142857
186,40,26,1,0.0,0.0,1.0,0.0,1.0,6.8901901252454705,0.0,0.0,0.0,2.8021041809622584,9.076087617191712,7.560014800663589,7.2040481185696965,3.1780538303479458,2.9444389791664403,7.542068967070354,7.126781508605611,5.8085713984150695,4.307341572959083,5.482720089545816,3.5553480614894135,2.9444389791664403,1.6094379124341003,1.6094379124341003,1.6094379124341003,1,0,0,0,0.0,0.0,0.0
682,3,149,1,1.0,2.4849066497880004,0.0,0.0,0.0,6.529829598518502,8.424772483065643,7.045269043925264,0.0,2.8021041809622584,0.0,7.050714588797847,6.765616335204784,1.791759469228055,1.3862943611198906,6.951327773122177,6.951327773122177,6.611849004107586,0.0,5.700204653308317,3.1354942159291497,3.1354942159291497,2.5649493574615367,0.0,1.0986122886681098,0,0,1,1,0.0,0.21428571428571427,9.392857142857142
363,33,59,1,0.0,0.0,0.0,0.0,0.0,8.877661929807555,0.0,0.0,0.0,2.8021041809622584,0.0,6.095950037185421,6.095950037185421,1.0986122886681098,1.0986122886681098,6.152048570166761,6.152048570166761,0.0,6.10574940778664,2.9368917735310576,1.9459101490553132,1.9459101490553132,0.0,1.6094379124341003,0.6931471805599453,1,0,0,0,0.0,0.0,0.0
308,45,135,1,0.0,0.0,0.0,0.0,0.0,5.660949530960896,0.0,0.0,0.0,2.8021041809622584,0.0,5.007781225113349,5.007781225113349,1.3862943611198906,1.3862943611198906,5.708177563990422,5.708177563990422,5.085831109707815,3.5221499920798176,4.651235552831338,2.5649493574615367,2.5649493574615367,1.9459101490553132,0.6931471805599453,0.6931471805599453,0,0,0,0,0.0,0.0,0.0
416,44,95,1,0.0,0.0,0.0,0.0,0.0,6.810722294573251,0.0,0.0,0.0,2.8021041809622584,0.0,8.649138889992207,8.649138889992207,1.791759469228055,1.791759469228055,5.22785658146821,5.22785658146821,3.386808644210056,5.061464194955536,0.0,3.258096538021482,3.258096538021482,1.6094379124341003,3.091042453358316,0.0,0,1,0,0,10.363035714285715,0.0,0.0
328,27,10,1,0.0,0.0,0.0,0.0,0.0,1.2281774930227534,0.0,0.0,0.0,2.8021041809622584,0.0,7.2509733337719435,7.2509733337719435,1.0986122886681098,1.0986122886681098,1.086636097621394,1.086636097621394,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
938,57,33,1,1.0,1.0986122886681098,0.0,0.0,0.0,2.1490592179356294,10.873207020689383,0.0,0.0,2.8021041809622584,0.0,6.108062754147945,6.1080579865864335,1.3862943611198906,1.0986122886681098,6.155979697116856,6.155979697116856,4.462618642004185,5.405055504277247,5.101607072301983,2.8903717578961645,2.8903717578961645,1.0986122886681098,2.302585092994046,1.9459101490553132,1,0,1,1,0.0,4.928571428571429,7.812142857142858
285,76,249,1,0.0,0.0,0.0,0.0,0.0,4.504749828581801,0.0,0.0,0.0,2.8021041809622584,0.0,5.965231485241777,5.965231485241777,1.0986122886681098,1.0986122886681098,5.981774896560465,5.981774896560465,5.94840791478631,2.0927455073061987,0.0,1.9459101490553132,1.9459101490553132,1.0986122886681098,0.6931471805599453,0.0,0,0,1,0,0.0,5.642857142857143,0.0
1404,68,11,1,0.0,0.0,0.0,0.0,0.0,4.901051587594122,0.0,0.0,0.0,2.8021041809622584,0.0,5.298120918681989,5.298120918681989,1.3862943611198906,1.3862943611198906,4.200419108613584,4.200419108613584,0.0,0.0,4.183684575039922,1.3862943611198906,1.3862943611198906,0.0,0.0,1.0986122886681098,0,0,1,0,0.0,1.7867857142857144,0.0
387,36,149,1,0.0,0.6931471805599453,0.0,0.0,0.0,6.190296377569066,0.0,8.401833645306738,0.0,2.8021041809622584,0.0,6.1963772067308,6.1963772067308,1.0986122886681098,1.0986122886681098,6.221370893373009,6.221370893373009,6.095502760337734,0.0,4.062903036387282,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.0,1.0986122886681098,1,0,0,1,0.0,0.0,10.310357142857143
